user_id,catch_item.x,catch_item.y,catch_item.x.x,catch_item.y.y,catch_item.x.x.x,catch_item.y.y.y,catch_item.x.x.x.x,catch_item.y.y.y.y,catch_item.x.x.x.x.x,catch_item.y.y.y.y.y,catch_item.x.x.x.x.x.x,catch_item.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y.y.y.y,catch_item.x.x.x.x.x.x.x.x.x.x.x.x,catch_item.y.y.y.y.y.y.y.y.y.y.y.y
lu_pa_2001_10_30_998_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Moderatamente,Moderatamente
an_mo_2002_08_25_118_f,4,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Un poco,Un poco
be_ud_2002_07_18_729_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Per niente,Per niente
sa_sa_2000_03_16_128_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,2,1,2,1,1,2,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
al_ra_1994_06_28_588_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,4,1,4,1,1,4,1,0,0,0,Molte volte,Molte volte,Moderatamente,Moderatamente
sa_ta_2001_03_30_732_f,2,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
el_re_2002_10_30_636_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ga_lo_2002_09_06_662_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
li_pa_1971_06_11_419_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
sa_vi_1998_12_29_896_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
re_me_1979_05_23_669_f,5,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente in disaccordo,Fortemente in disaccordo,2,1,2,1,1,2,1,0,0,0,A volte,A volte,Un poco,Un poco
ba_mo_1996_05_28_736_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,2,1,2,1,1,2,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
ag_pe_2002_04_26_855_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Moderatamente,Moderatamente
ca_pe_2001_03_05_435_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ma_ma_2002_04_01_487_f,5,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Per niente,Per niente
ma_ma_2002_03_03_029_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
sa_ro_2002_05_30_032_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
ga_si_2001_12_24_039_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Moderatamente,Moderatamente
ga_la_2001_11_01_819_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
il_ma_2003_01_03_168_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,2,1,2,1,1,2,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
la_ro_1962_11_28_490_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,4,1,4,1,1,4,1,0,0,0,A volte,A volte,Per niente,Per niente
el_ch_1996_06_15_137_f,1,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
cl_pa_2002_08_18_019_f,3,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,A volte,A volte,Per niente,Per niente
au_na_2001_11_12_839_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Un poco,Un poco
ma_ma_2002_10_19_612_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
da_pa_1998_07_27_957_f,5,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,A volte,A volte,Moltissimo,Moltissimo
gr_ma_2003_01_10_460_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Moderatamente,Moderatamente
ma_po_2000_06_18_024_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Un poco,Un poco
sa_pa_2002_04_12_649_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
al_be_1995_11_05_575_f,3,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,D'accordo,D'accordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Per niente,Per niente
fe_me_2002_06_04_722_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
re_la_2002_11_09_396_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,3,1,3,1,1,3,1,0,0,0,Molte volte,Molte volte,Moderatamente,Moderatamente
gi_bo_1998_07_08_603_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
ma_sc_2001_07_11_916_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ch_sp_1999_07_28_920_f,4,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ni_me_2002_08_15_786_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
al_sp_1996_06_19_728_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Moderatamente,Moderatamente
ga_le_2002_07_10_059_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
gr_ma_2002_05_07_205_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,4,1,4,1,1,4,1,2,2,2,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
mi_ti_2002_06_02_645_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
gi_ze_2002_06_17_601_f,6,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,A volte,A volte,Molto,Molto
vi_vi_2002_03_24_350_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Moderatamente,Moderatamente
gi_ca_1998_02_23_938_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,2,1,2,1,1,2,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
ag_sa_2002_08_20_397_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,2,1,2,2,1,2,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
bi_de_1997_06_16_173_f,6,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,4,1,4,1,1,4,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Un poco,Un poco
ma_co_1960_01_16_386_f,4,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Per niente,Per niente
ma_gu_1997_01_03_207_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
gi_co_1998_07_08_738_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
ma_tu_1998_11_05_966_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
gi_pe_2001_09_20_004_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ma_sc_1998_08_02_990_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ca_pa_2002_07_17_286_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
ta_ma_2002_06_22_226_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Molte volte,Molte volte,Per niente,Per niente
ni_pe_1978_01_21_466_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,4,1,4,1,1,4,1,0,0,0,A volte,A volte,Per niente,Per niente
ch_ma_2001_02_26_711_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
lu_li_2001_11_15_130_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,5,1,5,1,1,5,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
bl_gr_1997_12_22_170_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
al_te_2000_10_05_491_f,1,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Mi è capitato con una certa frequenza,Fortemente in disaccordo,Fortemente in disaccordo,1,4,1,4,4,1,4,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Moderatamente,Moderatamente
ma_st_2002_10_22_911_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,2,1,2,1,1,2,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
gi_pa_1996_01_02_251_f,4,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
cl_ba_1998_03_06_138_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
va_ro_1998_10_07_040_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
al_pa_2002_08_26_360_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
ma_ro_1998_05_12_260_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
si_fo_1991_06_07_244_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Molte volte,Molte volte,Per niente,Per niente
le_ne_1998_06_24_630_m,4,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,A volte,A volte,Per niente,Per niente
al_vi_2002_05_22_829_m,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,2,1,2,1,1,2,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
se_st_2002_09_02_204_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
em_si_2002_11_08_007_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Per niente,Per niente
so_ma_2002_05_04_823_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,2,1,2,2,1,2,0,0,0,Quasi mai,Quasi mai,Moderatamente,Moderatamente
ma_pa_1999_12_01_514_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
fr_co_1998_07_15_055_f,1,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
al_ro_2001_10_28_111_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,1,2,1,2,2,1,2,0,0,0,Quasi mai,Quasi mai,Un poco,Un poco
ch_ru_1997_09_06_566_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,3,1,3,1,1,3,1,0,0,0,Quasi mai,Quasi mai,Per niente,Per niente
vi_re_1997_08_07_899_f,3,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
mo_ma_1999_02_24_161_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,1,1,1,1,1,1,1,0,0,0,A volte,A volte,Un poco,Un poco
kr_al_1994_04_06_276-f,3,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,Mi è capitato quasi sempre,In disaccordo,In disaccordo,1,2,1,2,2,1,2,0,0,0,Molte volte,Molte volte,Per niente,Per niente
da_bo_1972_02_17_476_m,2,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,Mi è capitato qualche volta,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,A volte,A volte,Per niente,Per niente
re_la_1997_08_07_327_f,1,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,D'accordo,D'accordo,4,1,4,1,1,4,1,0,0,0,A volte,A volte,Per niente,Per niente
ma_fr_1997_11_01_250_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Fortemente in disaccordo,Fortemente in disaccordo,1,1,1,1,1,1,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
gi_se_1994_11_23_521_f,2,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,4,1,4,1,1,4,1,0,0,0,A volte,A volte,Un poco,Un poco
ma_fa_1995_03_05_009_f,3,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,Non mi è mai accaduto,In disaccordo,In disaccordo,3,1,3,1,1,3,1,0,0,0,Circa la metà delle volte,Circa la metà delle volte,Per niente,Per niente
